"Mppcv";"nMppnm";"fMppnm";"aMppnm";"ATC";"DDD";"DDU";"DPP";"ATCNM_E";"ATCNM_N";"ATCNM_F";"OffMrkt";"GGRCM";"HYR_";"CreaDatm";"Dbl";"Route"
"2125086";"clinimix n12g20e 1000ml pvc poort-t";"clinimix n12g20e 1000ml pvc poort-t";"CLINIMIX N12G20E 1000ML PVC POORT-TUBULURE PVC";"B05BA10";"1.000";"ed";;"combinations";"combinatiepreparaten";"associations";;"false";;;;
"2125128";"clinimix n12g20e 1500ml non pvcpoor";"clinimix n12g20e 1500ml non pvcpoor";"CLINIMIX N12G20E 1500ML NON PVCPOORT-TUBUL NON PVC";"B05BA10";"1.000";"ed";;"combinations";"combinatiepreparaten";"associations";;"false";;;;
"2125094";"clinimix n12g20e 1500ml pvc poort-t";"clinimix n12g20e 1500ml pvc poort-t";"CLINIMIX N12G20E 1500ML PVC POORT-TUBULURE PVC";"B05BA10";"1.000";"ed";;"combinations";"combinatiepreparaten";"associations";;"false";;;;
"2125136";"clinimix n12g20e 2000ml non pvcpoor";"clinimix n12g20e 2000ml non pvcpoor";"CLINIMIX N12G20E 2000ML NON PVCPOORT-TUBUL NON PVC";"B05BA10";"1.000";"ed";;"combinations";"combinatiepreparaten";"associations";;"false";;;;
"2125144";"clinimix n14g30e 1000ml pvc poort-t";"clinimix n14g30e 1000ml pvc poort-t";"CLINIMIX N14G30E 1000ML PVC POORT-TUBULURE PVC";"B05BA10";"1.000";"ed";;"combinations";"combinatiepreparaten";"associations";;"false";;;;
"2125151";"clinimix n14g30e 1500ml pvc poort-t";"clinimix n14g30e 1500ml pvc poort-t";"CLINIMIX N14G30E 1500ML PVC POORT-TUBULURE PVC";"B05BA10";"1.000";"ed";;"combinations";"combinatiepreparaten";"associations";;"false";;;;
"2125169";"clinimix n14g30e1000ml non pvc poor";"clinimix n14g30e1000ml non pvc poor";"CLINIMIX N14G30E1000ML NON PVC POORT-TUBUL NON PVC";"B05BA10";"1.000";"ed";;"combinations";"combinatiepreparaten";"associations";;"false";;;;
"2125177";"clinimix n14g30e1500ml non pvc poor";"clinimix n14g30e1500ml non pvc poor";"CLINIMIX N14G30E1500ML NON PVC POORT-TUBUL NON PVC";"B05BA10";"1.000";"ed";;"combinations";"combinatiepreparaten";"associations";;"false";;;;
"2125185";"clinimix n14g30e2000ml non pvc poor";"clinimix n14g30e2000ml non pvc poor";"CLINIMIX N14G30E2000ML NON PVC POORT-TUBUL NON PVC";"B05BA10";"1.000";"ed";;"combinations";"combinatiepreparaten";"associations";;"false";;;;
"2125219";"clinimix n17g35 1000ml non pvc poor";"clinimix n17g35 1000ml non pvc poor";"CLINIMIX N17G35 1000ML NON PVC POORT-TUBUL NON PVC";"B05BA10";"1.000";"ed";;"combinations";"combinatiepreparaten";"associations";;"false";;;;
"2125193";"clinimix n17g35 1000ml pvc poort-tu";"clinimix n17g35 1000ml pvc poort-tu";"CLINIMIX N17G35 1000ML PVC POORT-TUBULURE PVC";"B05BA10";"1.000";"ed";;"combinations";"combinatiepreparaten";"associations";;"false";;;;
"2125227";"clinimix n17g35 1500ml non pvc poor";"clinimix n17g35 1500ml non pvc poor";"CLINIMIX N17G35 1500ML NON PVC POORT-TUBUL NON PVC";"B05BA10";"1.000";"ed";;"combinations";"combinatiepreparaten";"associations";;"false";;;;
"2125201";"clinimix n17g35 1500ml pvc poort-tu";"clinimix n17g35 1500ml pvc poort-tu";"CLINIMIX N17G35 1500ML PVC POORT-TUBULURE PVC";"B05BA10";"1.000";"ed";;"combinations";"combinatiepreparaten";"associations";;"false";;;;
"2125235";"clinimix n17g35 2000ml non pvc poor";"clinimix n17g35 2000ml non pvc poor";"CLINIMIX N17G35 2000ML NON PVC POORT-TUBUL NON PVC";"B05BA10";"1.000";"ed";;"combinations";"combinatiepreparaten";"associations";;"false";;;;
"2125268";"clinimix n17g35e 1000ml nonpvc poor";"clinimix n17g35e 1000ml nonpvc poor";"CLINIMIX N17G35E 1000ML NONPVC POORT-TUBUL NON PVC";"B05BA10";"1.000";"ed";;"combinations";"combinatiepreparaten";"associations";;"false";;;;
"2125243";"clinimix n17g35e 1000ml pvc poort-t";"clinimix n17g35e 1000ml pvc poort-t";"CLINIMIX N17G35E 1000ML PVC POORT-TUBULURE PVC";"B05BA10";"1.000";"ed";;"combinations";"combinatiepreparaten";"associations";;"false";;;;
"2125276";"clinimix n17g35e 1500ml nonpvc poor";"clinimix n17g35e 1500ml nonpvc poor";"CLINIMIX N17G35E 1500ML NONPVC POORT-TUBUL NON PVC";"B05BA10";"1.000";"ed";;"combinations";"combinatiepreparaten";"associations";;"false";;;;
"2125250";"clinimix n17g35e 1500ml pvc poort-t";"clinimix n17g35e 1500ml pvc poort-t";"CLINIMIX N17G35E 1500ML PVC POORT-TUBULURE PVC";"B05BA10";"1.000";"ed";;"combinations";"combinatiepreparaten";"associations";;"false";;;;
"2125284";"clinimix n17g35e 2000ml nonpvc poor";"clinimix n17g35e 2000ml nonpvc poor";"CLINIMIX N17G35E 2000ML NONPVC POORT-TUBUL NON PVC";"B05BA10";"1.000";"ed";;"combinations";"combinatiepreparaten";"associations";;"false";;;;
"2125052";"clinimix n9g15e 1000ml non pvc poor";"clinimix n9g15e 1000ml non pvc poor";"CLINIMIX N9G15E 1000ML NON PVC POORT-TUBUL NON PVC";"B05BA10";"1.000";"ed";;"combinations";"combinatiepreparaten";"associations";;"false";;;;
"2125037";"clinimix n9g15e 1000ml pvc poort-tu";"clinimix n9g15e 1000ml pvc poort-tu";"CLINIMIX N9G15E 1000ML PVC POORT-TUBULURE PVC";"B05BA10";"1.000";"ed";;"combinations";"combinatiepreparaten";"associations";;"false";;;;
"2125060";"clinimix n9g15e 1500ml non pvc poor";"clinimix n9g15e 1500ml non pvc poor";"CLINIMIX N9G15E 1500ML NON PVC POORT-TUBUL NON PVC";"B05BA10";"1.000";"ed";;"combinations";"combinatiepreparaten";"associations";;"false";;;;
"2125045";"clinimix n9g15e 1500ml pvc poort-tu";"clinimix n9g15e 1500ml pvc poort-tu";"CLINIMIX N9G15E 1500ML PVC POORT-TUBULURE PVC";"B05BA10";"1.000";"ed";;"combinations";"combinatiepreparaten";"associations";;"false";;;;
"2125078";"clinimix n9g15e 2000ml non pvc poor";"clinimix n9g15e 2000ml non pvc poor";"CLINIMIX N9G15E 2000ML NON PVC POORT-TUBUL NON PVC";"B05BA10";"1.000";"ed";;"combinations";"combinatiepreparaten";"associations";;"false";;;;
"1480466";"clinoleic 20 % fl iv  100ml";"clinoleic 20 % fl iv  100ml";"CLINOLEIC 20 % SAC - ZAK IV 100ML";"B05BA02";"1.000";"ed";;"fat emulsions";"vetemulsies";"émulsions lipidiques";;"false";;;;
"1480474";"clinoleic 20 % fl iv  250ml";"clinoleic 20 % fl iv  250ml";"CLINOLEIC 20 % FL IV 250ML";"B05BA02";"1.000";"ed";;"fat emulsions";"vetemulsies";"émulsions lipidiques";;"false";;;;
"1480482";"clinoleic 20 % fl iv  500ml";"clinoleic 20 % fl iv  500ml";"CLINOLEIC 20 % FL IV 500ML";"B05BA02";"1.000";"ed";;"fat emulsions";"vetemulsies";"émulsions lipidiques";;"false";;;;
"1480490";"clinoleic 20 % fl iv 1000ml";"clinoleic 20 % fl iv 1000ml";"CLINOLEIC 20 % FL IV 1000ML";"B05BA02";"1.000";"ed";;"fat emulsions";"vetemulsies";"émulsions lipidiques";;"false";;;;
"0106450";"clinoril comp  50 x 100 mg";"clinoril comp  50 x 100 mg";"CLINORIL COMP 50 X 100 MG";"M01AB02";"400.000";"mg";;"sulindac";"sulindac";"sulindac";;"false";;;;
"0831842";"clinoril forte comp  50 x 200 mg";"clinoril forte comp  50 x 200 mg";"CLINORIL FORTE COMP 50 X 200 MG";"M01AB02";"400.000";"mg";;"sulindac";"sulindac";"sulindac";;"false";;;;
"1218783";"clintec glucose 20% sac 1000ml";"clintec glucose 20% sac 1000ml";"BX CL PL GLUCOSE 20% 1000ML";"B05BA03";"1.000";"ed";;"carbohydrates";"koolhydraten";"hydrates de carbone";;"false";;;;
"1218791";"clintec glucose 30% sac 1000ml";"clintec glucose 30% sac 1000ml";"BX CL PL GLUCOSE 30% 1000ML";"B05BA03";"1.000";"ed";;"carbohydrates";"koolhydraten";"hydrates de carbone";;"false";;;;
"1218809";"clintec glucose 40% sac 1000ml";"clintec glucose 40% sac 1000ml";"BX CL PL GLUCOSE 40% 1000ML";"B05BA03";"1.000";"ed";;"carbohydrates";"koolhydraten";"hydrates de carbone";;"false";;;;
"1218817";"clintec glucose 50% sac 1000ml";"clintec glucose 50% sac 1000ml";"BX CL PL GLUCOSE 50% 1000ML";"B05BA03";"1.000";"ed";;"carbohydrates";"koolhydraten";"hydrates de carbone";;"false";;;;
"0831024";"clintec glucose 50% verre 500ml";"clintec glucose 50% verre 500ml";"BX CL VR GLUCOSE 50% 500ML";"B05BA03";"1.000";"ed";;"carbohydrates";"koolhydraten";"hydrates de carbone";;"false";;;;
"2341451";"clipper tab ec 30x 5mg";"clipper compr ec 30x 5mg";"CLIPPER TABL VERLENGDE WERKING 30 X 5 MG";"A07EA07";"5.000";"mg";;"beclometasone";"beclometason";"béclométasone";;"true";"CGAB";;;
"2399772";"clobex shampoo 125ml 0,5mg/ g";"clobex shampooing 125ml 0,5mg/ g";"CLOBEX 500 UG/G SHAMPOO FL 125 ML";"D07AD01";"3.000";"mg";;"clobetasol";"clobetasol";"clobétasol";;"true";"OBAA";;;
"0031450";"clomid tab 10x 50mg";"clomid compr 10x 50mg";"CLOMID COMP 10 X 50 MG";"G03GB02";"9.000";"mg";;"clomifene";"clomifeen";"clomifène";;"true";"FEAA";;;
"0031468";"clonazone 20g poeder oploss cutaan";"clonazone 20g poudre sol cut";"CLONAZONE PULV. 20 G";"D08AX04";"5.000";"g";;"tosylchloramide sodium";"tosylchloramide natrium";"tosylchloramide sodique";;"true";"OAAD";;;
"0106435";"clonazone tab 60x 250mg";"clonazone compr 60x 250mg";"CLONAZONE COMP. 60";"D08AX04";"1.000";"ed";;"tosylchloramide sodium";"tosylchloramide natrium";"tosylchloramide sodique";;"true";"OAAD";;;
"2742252";"clopidogrel apotex tab 100x 75mg";"clopidogrel apotex compr 100x 75mg";"CLOPIDOGREL APOTEX 75 MG FILMOMH TABL 100 X 75 MG";"B01AC04";"75.000";"mg";;"clopidogrel";"clopidogrel";"clopidogrel";;"true";"BAABA";;;
"2695724";"clopidogrel apotex tab 28x 75mg";"clopidogrel apotex compr 28x 75mg";"CLOPIDOGREL APOTEX 75 MG FILMOMH TABL 28 X 75 MG";"B01AC04";"75.000";"mg";;"clopidogrel";"clopidogrel";"clopidogrel";;"true";"BAABA";;;
"2695732";"clopidogrel apotex tab 84x 75mg";"clopidogrel apotex compr 84x 75mg";"CLOPIDOGREL APOTEX 75 MG FILMOMH TABL 84 X 75 MG";"B01AC04";"75.000";"mg";;"clopidogrel";"clopidogrel";"clopidogrel";;"true";"BAABA";;;
"2662260";"CLOPIDOGREL DOCPHARMA 75 MG FILMOMH COMP 28 X 75MG";"CLOPIDOGREL DOCPHARMA 75 MG COMP PELL 28 X 75 MG";"CLOPIDOGREL DOCPHARMA 75 MG FILMOMH COMP 28 X 75MG";"B01AC04";"75.000";"mg";;"clopidogrel";"clopidogrel";"clopidogrel";;"false";;;;
"2675866";"CLOPIDOGREL DOCPHARMA 75 MG FILMOMH TABL 112 X75MG";"CLOPIDOGREL DOCPHARMA 75 MG COMP PEL 112 X 75 MG";"CLOPIDOGREL DOCPHARMA 75 MG FILMOMH TABL 112 X75MG";"B01AC04";"75.000";"mg";;"clopidogrel";"clopidogrel";"clopidogrel";;"false";;;;
"2662286";"CLOPIDOGREL DOCPHARMA 75 MG FILMOMH TABL 84 X 75MG";"CLOPIDOGREL DOCPHARMA 75 MG COMP PELL 84 X 75 MG";"CLOPIDOGREL DOCPHARMA 75 MG FILMOMH TABL 84 X 75MG";"B01AC04";"75.000";"mg";;"clopidogrel";"clopidogrel";"clopidogrel";;"false";;;;
"2656957";"clopidogrel eg tab 28x 75mg";"clopidogrel eg compr 28x 75mg";"CLOPIDOGREL EG 75 MG COMP PELL 28 X 75 MG";"B01AC04";"75.000";"mg";;"clopidogrel";"clopidogrel";"clopidogrel";;"true";"BAABA";;;
"2656924";"clopidogrel eg tab 84x 75mg";"clopidogrel eg compr 84x 75mg";"CLOPIDOGREL EG 75 MG COMP PELL 84 X 75 MG";"B01AC04";"75.000";"mg";;"clopidogrel";"clopidogrel";"clopidogrel";;"true";"BAABA";;;
"2656940";"clopidogrel eg tab 98x 75mg";"clopidogrel eg compr 98x 75mg";"CLOPIDOGREL EG 75 MG COMP PELL 98 X 75 MG";"B01AC04";"75.000";"mg";;"clopidogrel";"clopidogrel";"clopidogrel";;"true";"BAABA";;;
"2714012";"CLOPIDOGREL EUROGENERICS 75 MG COMP PELL 98X75MG";"CLOPIDOGREL EUROGENERICS 75 MG COMP PELL 98X75MG";"CLOPIDOGREL EUROGENERICS 75 MG COMP PELL 98X75MG";"B01AC04";"75.000";"mg";;"clopidogrel";"clopidogrel";"clopidogrel";;"false";;;;
"3154689";"clopidogrel hbr mylan tab 28x 75mg";"clopidogrel hbr mylan tab 28x 75mg";;"Z";;;;"atc absent";"geen atc";"atc absent";;"true";"BAABA";;;
"2659613";"CLOPIDOGREL MYLAN 75 MG FILMOMH TABL  28 X 75 MG";"CLOPIDOGREL MYLAN 75 MG COMP PELL  28 X 75 MG";"CLOPIDOGREL MYLAN 75 MG FILMOMH TABL 28 X 75 MG";"B01AC04";"75.000";"mg";;"clopidogrel";"clopidogrel";"clopidogrel";;"false";;;;
"2659639";"CLOPIDOGREL MYLAN 75 MG FILMOMH TABL  56 X 75 MG";"CLOPIDOGREL MYLAN 75 MG COMP PELL  56 X 75 MG";"CLOPIDOGREL MYLAN 75 MG FILMOMH TABL 56 X 75 MG";"B01AC04";"75.000";"mg";;"clopidogrel";"clopidogrel";"clopidogrel";;"false";;;;
"2659621";"CLOPIDOGREL MYLAN 75 MG FILMOMH TABL 100 X 75 MG";"CLOPIDOGREL MYLAN 75 MG COMP PELL 100 X 75 MG";"CLOPIDOGREL MYLAN 75 MG FILMOMH TABL 100 X 75 MG";"B01AC04";"75.000";"mg";;"clopidogrel";"clopidogrel";"clopidogrel";;"false";;;;
"2646289";"CLOPIDOGREL RATIOPHARM 75 MG FILMOMH TABL 100";"CLOPIDOGREL RATIOPHARM 75 MG COMP PELL 100";"CLOPIDOGREL RATIOPHARM 75 MG FILMOMH TABL 100";"B01AC04";"75.000";"mg";;"clopidogrel";"clopidogrel";"clopidogrel";;"false";;;;
"2646313";"CLOPIDOGREL RATIOPHARM 75 MG FILMOMH TABL 30";"CLOPIDOGREL RATIOPHARM 75 MG COMP PELL 30";"CLOPIDOGREL RATIOPHARM 75 MG FILMOMH TABL 30";"B01AC04";"75.000";"mg";;"clopidogrel";"clopidogrel";"clopidogrel";;"false";;;;
"2633444";"clopidogrel sandoz tab 28x 75mg";"clopidogrel sandoz compr 28x 75mg";"CLOPIDOGREL SANDOZ COMP 28 X 75MG";"B01AC04";"75.000";"mg";;"clopidogrel";"clopidogrel";"clopidogrel";;"true";"BAABA";;;
"3116324";"clopidogrel sandoz tab 30x 75mg";"clopidogrel sandoz compr 30x 75mg";"CLOPIDOGREL SANDOZ FILMOMHULDE TABL 30 X 75MG";"B01AC04";"75.000";"mg";;"clopidogrel";"clopidogrel";"clopidogrel";;"true";"BAABA";;;
"2692564";"clopidogrel sandoz tab 84x 75mg";"clopidogrel sandoz compr 84x 75mg";"CLOPIDOGREL SANDOZ COMP 84 X 75MG";"B01AC04";"75.000";"mg";;"clopidogrel";"clopidogrel";"clopidogrel";;"true";"BAABA";;;
"2633451";"clopidogrel sandoz tab 98x 75mg";"clopidogrel sandoz compr 98x 75mg";"CLOPIDOGREL SANDOZ COMP 98 X 75MG";"B01AC04";"75.000";"mg";;"clopidogrel";"clopidogrel";"clopidogrel";;"true";"BAABA";;;
"2683019";"CLOPIDOGREL TEVA 75MG TABL OMHULDE  56X75MG";"CLOPIDOGREL TEVA 75MG COMP PELL  56X75MG";"CLOPIDOGREL TEVA 75MG TABL OMHULDE 56X75MG";"B01AC04";"75.000";"mg";;"clopidogrel";"clopidogrel";"clopidogrel";;"false";;;;
"2683027";"clopidogrel teva tab 100x 75mg";"clopidogrel teva compr 100x 75mg";"CLOPIDOGREL TEVA 75MG TABL OMHULDE 100X75MG";"B01AC04";"75.000";"mg";;"clopidogrel";"clopidogrel";"clopidogrel";;"true";"BAABA";;;
"2683001";"clopidogrel teva tab 28x 75mg";"clopidogrel teva compr 28x 75mg";"CLOPIDOGREL TEVA 75MG TABL OMHULDE 28X75MG";"B01AC04";"75.000";"mg";;"clopidogrel";"clopidogrel";"clopidogrel";;"true";"BAABA";;;
"3087012";"clopidomed tab 28x 75mg";"clopidomed tab 28x 75mg";"CLOPIDOMED 3 DDD 75 MG FILMOMH TABL BL 28 X 75 MG";"B01AC04";"75.000";"mg";;"clopidogrel";"clopidogrel";"clopidogrel";;"true";"BAABA";;;
"3087020";"clopidomed tab 84x 75mg";"clopidomed tab 84x 75mg";"CLOPIDOMED 3 DDD 75 MG FILMOMH TABL BL 84 X 75 MG";"B01AC04";"75.000";"mg";;"clopidogrel";"clopidogrel";"clopidogrel";;"true";"BAABA";;;
"0497362";"clopixol acutard amp 1 x 2 ml";"clopixol acutard amp 1 x 2 ml";"CLOPIXOL ACUTARD AMP 1X2ML 50MG/ML";"N05AF05";"30.000";"mg";;"zuclopenthixol";"zuclopentixol";"zuclopenthixol";;"false";;;;
"0497354";"clopixol amp acutard 50mg/1ml";"clopixol amp acutard 50mg/1ml";"CLOPIXOL ACUTARD AMP 1X1ML 50MG/ML";"N05AF05";"15.000";"mg";;"zuclopenthixol";"zuclopentixol";"zuclopenthixol";;"true";"JBABB";;;
"0081554";"clopixol amp depot 200mg/1ml";"clopixol amp depot 200mg/1ml";"CLOPIXOL DEPOT 20% AMP 1X200MG/1ML";"N05AF05";"15.000";"mg";;"zuclopenthixol";"zuclopentixol";"zuclopenthixol";;"true";"JBABB";;;
"0022764";"clopixol amp inj  10 x 10 mg/1 ml";"clopixol amp inj  10 x 10 mg/1 ml";"CLOPIXOL AMP INJ 10 X 10 MG/1 ML";"N05AF05";"30.000";"mg";;"zuclopenthixol";"zuclopentixol";"zuclopenthixol";;"false";;;;
"0022483";"clopixol comp   30 x  2 mg";"clopixol comp   30 x  2 mg";"CLOPIXOL COMP 30 X 2 MG";"N05AF05";"30.000";"mg";;"zuclopenthixol";"zuclopentixol";"zuclopenthixol";;"false";;;;
"0022558";"clopixol comp   30 x 10 mg";"clopixol comp   30 x 10 mg";"CLOPIXOL COMP 30 X 10 MG";"N05AF05";"30.000";"mg";;"zuclopenthixol";"zuclopentixol";"zuclopenthixol";;"false";;;;
"0022665";"clopixol comp   30 x 25 mg";"clopixol comp   30 x 25 mg";"CLOPIXOL COMP 30 X 25 MG";"N05AF05";"30.000";"mg";;"zuclopenthixol";"zuclopentixol";"zuclopenthixol";;"false";;;;
"0497370";"clopixol depot amp inj 10 x 200 mg";"clopixol depot amp inj 10 x 200 mg";"CLOPIXOL DEPOT INSP. AMP VOOR IM INJ 10 X 200 MG";"N05AF05";"15.000";"mg";;"zuclopenthixol";"zuclopentixol";"zuclopenthixol";;"false";;;;
"0022731";"clopixol dr 20ml 20mg/ml";"clopixol gttes 20ml 20mg/ml";"CLOPIXOL GUTT OR 1 X 20 ML 2%";"N05AF05";"30.000";"mg";;"zuclopenthixol";"zuclopentixol";"zuclopenthixol";;"true";"JBABB";;;
"0022574";"clopixol tab 100x 10mg";"clopixol compr 100x 10mg";"CLOPIXOL COMP 100 X 10 MG";"N05AF05";"30.000";"mg";;"zuclopenthixol";"zuclopentixol";"zuclopenthixol";;"true";"JBABB";;;
"0022715";"clopixol tab 100x 25mg";"clopixol compr 100x 25mg";"CLOPIXOL COMP 100 X 25 MG";"N05AF05";"30.000";"mg";;"zuclopenthixol";"zuclopentixol";"zuclopenthixol";;"true";"JBABB";;;
"0022533";"clopixol tab 100x 2mg";"clopixol compr 100x 2mg";"CLOPIXOL COMP 100 X 2 MG";"N05AF05";"30.000";"mg";;"zuclopenthixol";"zuclopentixol";"zuclopenthixol";;"true";"JBABB";;;
"0867606";"clozan comp. 20 x 10 mg";"clozan comp. 20 x 10 mg";"CLOZAN COMP. 20 X 10 MG";"N05BA21";"10.000";"mg";;"clotiazepam";"clotiazepam";"clotiazépam";;"false";;;;
"0867580";"clozan tab 20x 5mg";"clozan compr 20x 5mg";"CLOZAN COMP. 20 X 5 MG";"N05BA21";"10.000";"mg";;"clotiazepam";"clotiazepam";"clotiazépam";;"true";"JAAG";;;
"0867614";"clozan tab 50x 10mg";"clozan compr 50x 10mg";"CLOZAN COMP. 50 X 10 MG";"N05BA21";"10.000";"mg";;"clotiazepam";"clotiazepam";"clotiazépam";;"true";"JAAG";;;
"0867598";"clozan tab 50x 5mg";"clozan compr 50x 5mg";"CLOZAN COMP. 50 X 5 MG";"N05BA21";"10.000";"mg";;"clotiazepam";"clotiazepam";"clotiazépam";;"true";"JAAG";;;
"2220721";"clozapine sandoz tab 30x 100mg";"clozapine sandoz compr 30x 100mg";"CLOZAPINE SANDOZ COMP 30 X 100 MG";"N05AH02";"300.000";"mg";;"clozapine";"clozapine";"clozapine";;"true";"JBDC";;;
"2220747";"clozapine sandoz tab 30x 25mg";"clozapine sandoz compr 30x 25mg";"CLOZAPINE SANDOZ COMP 30 X 25 MG";"N05AH02";"300.000";"mg";;"clozapine";"clozapine";"clozapine";;"true";"JBDC";;;
"2220739";"clozapine sandoz tab 30x 50mg";"clozapine sandoz compr 30x 50mg";"CLOZAPINE SANDOZ COMP 30 X 50 MG";"N05AH02";"300.000";"mg";;"clozapine";"clozapine";"clozapine";;"true";"JBDC";;;
"1543669";"co amoxi ratioph 125 susp or 100ml";"co amoxi ratioph 125 susp or 100ml";"CO AMOXI RATIOPH 125 SUSP OR 100ML";"J01CR02";"1000.000";"mg";;"amoxicillin and enzyme inhibitor";"amoxicilline met enzymremmer";"amoxicilline et inhibiteurs d'enzyme";;"false";;;;
"1543685";"co amoxi ratioph 250 susp or 100ml";"co amoxi ratioph 250 susp or 100ml";"CO AMOXI RATIOPH 250 SUSP OR 100ML";"J01CR02";"1000.000";"mg";;"amoxicillin and enzyme inhibitor";"amoxicilline met enzymremmer";"amoxicilline et inhibiteurs d'enzyme";;"false";;;;
"1534833";"co amoxi ratioph 500/125 comp 16";"co amoxi ratioph 500/125 comp 16";"CO AMOXI RATIOPH 500/125 COMP 16";"J01CR02";"1000.000";"mg";;"amoxicillin and enzyme inhibitor";"amoxicilline met enzymremmer";"amoxicilline et inhibiteurs d'enzyme";;"false";;;;
"2051795";"co amoxilaan eg 500/125mg tabl 32";"co amoxilaan eg 500/125mg tabl 32";"AMOCLANE EG COMP 32X500/125 MG";"J01CR02";"1000.000";"mg";;"amoxicillin and enzyme inhibitor";"amoxicilline met enzymremmer";"amoxicilline et inhibiteurs d'enzyme";;"false";;;;
"1692144";"co amoxilaan eg 500mg/125mg comp 16";"co amoxilaan eg 500mg/125mg comp 16";"AMOCLANE EG COMP 16X500/125 MG";"J01CR02";"1000.000";"mg";;"amoxicillin and enzyme inhibitor";"amoxicilline met enzymremmer";"amoxicilline et inhibiteurs d'enzyme";;"false";;;;
"1692102";"co amoxilan eg sir. 125mg/5ml 10";"co amoxilan eg sir. 125mg/5ml 10";"AMOCLANE EG SIR. 125MG/5ML 100 ML";"J01CR02";"1000.000";"mg";;"amoxicillin and enzyme inhibitor";"amoxicilline met enzymremmer";"amoxicilline et inhibiteurs d'enzyme";;"false";;;;
"1692128";"co amoxilan eg sir. 250mg/5ml 10";"co amoxilan eg sir. 250mg/5ml 10";"AMOCLANE EG SIR. 250MG/5ML 100 ML";"J01CR02";"1000.000";"mg";;"amoxicillin and enzyme inhibitor";"amoxicilline met enzymremmer";"amoxicilline et inhibiteurs d'enzyme";;"false";;;;
"2520591";"CO BISOPROLOL 10/25 TEVA COMP  56";"CO BISOPROLOL 10/25 TEVA COMP  56";"CO BISOPROLOL 10/25 TEVA COMP 56";"C07BB07";"1.000";"ed";;"bisoprolol and thiazides";"bisoprolol met thiaziden";"bisoprolol et thiazides";;"false";;;;
"2520633";"CO BISOPROLOL 5/12,5 TEVA COMP 56";"CO BISOPROLOL 5/12,5 TEVA COMP 56";"CO BISOPROLOL 5/12,5 TEVA COMP 56";"C07BB07";"1.000";"ed";;"bisoprolol and thiazides";"bisoprolol met thiaziden";"bisoprolol et thiazides";;"false";;;;
"2503811";"CO BISOPROLOL EG 10 MG/25 MG COMP 100";"CO BISOPROLOL EG 10 MG/25 MG COMP 100";"CO BISOPROLOL EG 10 MG/25 MG COMP 100";"C07BB07";"1.000";"ed";;"bisoprolol and thiazides";"bisoprolol met thiaziden";"bisoprolol et thiazides";;"false";;;;
"2503803";"CO BISOPROLOL EG 5,0 MG/12,50 MG COMP 100";"CO BISOPROLOL EG 5,0 MG/12,50 MG COMP 100";"CO BISOPROLOL EG 5,0 MG/12,50 MG COMP 100";"C07BB07";"1.000";"ed";;"bisoprolol and thiazides";"bisoprolol met thiaziden";"bisoprolol et thiazides";;"false";;;;
"2072627";"co bisoprolol ratiopharm  5/12,5 co";"co bisoprolol ratiopharm  5/12,5 co";"CO BISOPROLOL RATIOPHARM COMP 50 X 5/12,5";"C07BB07";"1.000";"ed";;"bisoprolol and thiazides";"bisoprolol met thiaziden";"bisoprolol et thiazides";;"false";;;;
"2435022";"CO BISOPROLOL RATIOPHARM COMP 100 X 5/12,5 MG";"CO BISOPROLOL RATIOPHARM COMP 100 X 5/12,5 MG";"CO BISOPROLOL RATIOPHARM COMP 100 X 5/12,5 MG";"C07BB07";"1.000";"ed";;"bisoprolol and thiazides";"bisoprolol met thiaziden";"bisoprolol et thiazides";;"false";;;;
"2202315";"co cyproterone sandoz 2mg/0,035mg t";"co cyproterone sandoz 2mg/0,035mg t";"CO CYPROTERONE SANDOZ TABL 3X21 OLD SANDOZ";"G03HB01";"1.000";"fd";;"cyproterone and estrogen";"cyproteron met oestrogenen";"cyprotérone et estrogènes";;"false";;;;
"1415389";"co diovane comp 28 x 80 mg";"co diovane comp 28 x 80 mg";"CO DIOVANE COMP 28 X 80 MG/12,5 MG";"M03BX01";"50.000";"mg";;"baclofen";"baclofen";"baclofène";;"false";;;;
"2236867";"CO DIOVANE COMP 98 X 160 MG/12,5 MG UD";"CO DIOVANE COMP 98 X 160 MG/12,5 MG UD";"CO DIOVANE COMP 98 X 160 MG/12,5 MG UD";"C09DA03";"1.000";"ed";;"valsartan and diuretics";"valsartan met diuretica";"valsartan et diurétiques";;"false";;;;
"2241925";"CO DIOVANE COMP 98 X 160 MG/25,0 MG UD";"CO DIOVANE COMP 98 X 160 MG/25,0 MG UD";"CO DIOVANE COMP 98 X 160 MG/25,0 MG UD";"C09DA03";"1.000";"ed";;"valsartan and diuretics";"valsartan met diuretica";"valsartan et diurétiques";;"false";;;;
"2228385";"co enalapril bexal 20/12,5 mg comp";"co enalapril bexal 20/12,5 mg comp";"CO ENALAPRIL BEXAL 20/12,5 MG COMP 60";"C09BA02";"1.000";"ed";;"enalapril and diuretics";"enalapril met diuretica";"énalapril et diurétiques";;"false";;;;
"2228377";"co enalapril bexal 20/12,5 mg comp";"co enalapril bexal 20/12,5 mg comp";"CO ENALAPRIL BEXAL 20/12,5 MG COMP 30";"C09BA02";"1.000";"ed";;"enalapril and diuretics";"enalapril met diuretica";"énalapril et diurétiques";;"false";;;;
